date,ticker,rss_text,sent_label,sent_conf,sent_score
2011-01-12,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-01-12,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-01-12,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-01-12,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-01-13,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-01-13,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-01-13,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-01-13,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-01-13,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-01-14,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-01-14,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-01-14,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-01-14,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-01-14,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-01-17,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-01-17,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-01-17,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-01-17,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-01-17,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-01-18,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-01-18,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-01-18,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-01-18,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-01-18,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-01-19,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-01-19,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-01-19,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-01-19,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-01-19,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-01-20,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-01-20,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-01-20,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-01-20,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-01-20,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-01-21,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-01-21,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-01-21,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-01-21,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-01-21,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-01-24,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-01-24,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-01-24,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-01-24,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-01-24,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-01-25,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-01-25,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-01-25,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-01-25,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-01-25,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-01-26,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-01-26,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-01-26,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-01-26,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-01-26,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-01-27,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-01-27,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-01-27,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-01-27,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-01-27,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-01-28,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-01-28,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-01-28,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-01-28,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-01-28,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-01-31,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-01-31,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-01-31,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-01-31,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-01-31,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-01,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-01,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-01,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-01,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-01,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-02,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-02,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-02,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-02,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-02,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-02-03,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-02-03,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-02-03,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-02-03,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-02-03,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-04,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-04,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-04,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-04,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-04,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-07,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-07,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-07,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-07,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-07,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-02-08,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-02-08,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-02-08,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-02-08,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-02-08,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-09,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-09,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-09,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-09,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-09,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-10,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-10,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-10,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-10,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-10,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-02-11,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-02-11,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-02-11,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-02-11,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-02-11,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-14,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-14,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-14,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-14,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-14,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-15,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-15,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-15,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-15,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-15,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-02-16,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-02-16,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-02-16,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-02-16,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-02-16,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-17,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-17,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-17,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-17,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-17,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-18,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-18,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-18,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-18,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-18,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-02-21,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-02-21,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-02-21,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-02-21,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-02-21,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-22,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-22,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-22,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-22,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-22,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-23,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-23,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-23,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-23,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-23,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-02-24,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-02-24,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-02-24,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-02-24,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-02-24,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-02-25,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-02-25,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-02-25,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-02-25,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-02-25,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-02-28,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-02-28,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-02-28,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-02-28,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-02-28,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-01,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-01,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-01,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-01,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-01,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-02,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-02,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-02,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-02,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-02,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-03,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-03,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-03,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-03,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-03,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-04,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-04,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-04,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-04,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-04,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-07,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-07,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-07,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-07,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-07,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-08,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-08,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-08,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-08,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-08,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-09,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-09,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-09,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-09,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-09,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-10,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-10,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-10,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-10,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-10,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-11,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-11,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-11,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-11,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-11,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-14,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-14,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-14,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-14,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-14,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-15,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-15,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-15,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-15,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-15,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-16,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-16,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-16,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-16,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-16,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-17,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-17,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-17,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-17,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-17,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-18,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-18,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-18,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-18,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-18,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-21,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-21,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-21,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-21,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-21,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-22,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-22,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-22,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-22,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-22,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-23,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-23,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-23,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-23,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-23,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-24,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-24,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-24,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-24,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-24,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-25,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-25,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-25,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-25,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-25,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-28,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-28,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-28,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-28,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-28,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-03-29,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-03-29,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-03-29,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-03-29,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-03-29,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-03-30,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-03-30,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-03-30,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-03-30,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-03-30,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-03-31,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-03-31,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-03-31,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-03-31,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-03-31,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-04-01,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-04-01,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-04-01,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-04-01,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-04-01,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-04-04,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-04-04,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-04-04,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-04-04,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-04-04,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-04-05,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-04-05,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-04-05,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-04-05,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-04-05,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-04-06,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-04-06,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-04-06,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-04-06,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-04-06,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-04-07,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-04-07,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-04-07,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-04-07,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-04-07,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-04-08,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-04-08,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-04-08,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-04-08,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-04-08,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-04-11,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-04-11,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-04-11,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-04-11,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-04-11,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-04-12,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-04-12,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-04-12,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-04-12,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-04-12,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-04-13,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-04-13,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-04-13,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-04-13,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-04-13,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-04-14,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-04-14,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-04-14,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-04-14,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-04-14,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-04-15,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-04-15,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-04-15,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-04-15,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-04-15,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-04-18,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-04-18,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-04-18,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-04-18,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-04-18,COST,COST RSS synthetic seed,neutral,1.0,0.0
2011-04-19,IBM,IBM RSS synthetic seed,negative,1.0,-1.0
2011-04-19,NVDA,NVDA RSS synthetic seed,positive,1.0,1.0
2011-04-19,GM,GM RSS synthetic seed,neutral,1.0,0.0
2011-04-19,BLK,BLK RSS synthetic seed,negative,1.0,-1.0
2011-04-19,COST,COST RSS synthetic seed,positive,1.0,1.0
2011-04-20,IBM,IBM RSS synthetic seed,neutral,1.0,0.0
2011-04-20,NVDA,NVDA RSS synthetic seed,negative,1.0,-1.0
2011-04-20,GM,GM RSS synthetic seed,positive,1.0,1.0
2011-04-20,BLK,BLK RSS synthetic seed,neutral,1.0,0.0
2011-04-20,COST,COST RSS synthetic seed,negative,1.0,-1.0
2011-04-21,IBM,IBM RSS synthetic seed,positive,1.0,1.0
2011-04-21,NVDA,NVDA RSS synthetic seed,neutral,1.0,0.0
2011-04-21,GM,GM RSS synthetic seed,negative,1.0,-1.0
2011-04-21,BLK,BLK RSS synthetic seed,positive,1.0,1.0
2011-04-21,COST,COST RSS synthetic seed,neutral,1.0,0.0
